Longitude,Latitude,Plot,TFamily,Parent1,Parent2,Line,Genotype,Rep,SC,SC_logT,SC_sqrtT,DT,DT_logT,DT_sqrtT,DPS,DPS_logT,DPS_sqrtT,15NT1,15NT1_logT,15NT1_sqrtT,15NT2,15NT2_logT,15NT2_sqrtT,15NT3,15NT3_logT,15NT3_sqrtT,AR,AR_logT,AR_sqrtT,PDM,PDM_logT,PDM_sqrtT,PTN_percent,PTN_percent_logT,PTN_percent_sqrtT,PTN,PTN_logT,PTN_sqrtT,GDM,GDM_logT,GDM_sqrtT,GTN_percent,GTN_percent_logT,GTN_percent_sqrtT,GTN,GTN_logT,GTN_sqrtT
32,6,32.06,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,12,33.12,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1,34.01,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,5,35.05,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,11,36.11,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,9,38.09,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1,39.01,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,7,39.07,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,11,40.11,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,4,41.04,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,4,43.04,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,8,43.08,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,6,44.06,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,11,45.11,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,46.01,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,6,47.06,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,10,47.1,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,12,49.12,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,5,50.05,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,8,51.08,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,2,52.02,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,5,52.05,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,11,53.11,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,3,54.03,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,9,55.09,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2,57.02,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,12,57.12,T,T,T,Positive,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,3,60.03,T,T,T,Positive,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2,13.02,T,T,T,Totontepec,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,6,21.06,T,T,T,Totontepec,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,8,22.08,T,T,T,Totontepec,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,8,31.08,T,T,T,Totontepec,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,8,44.08,T,T,T,Totontepec,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,4,45.04,T,T,T,Totontepec,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,8,45.08,T,T,T,Totontepec,6_03:486512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,4,52.04,T,T,T,Totontepec,6_03:486512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,6.06,TB,T,B,B 01,B01:486779,1,15,1.204119983,3.937003937,73,1.86923172,8.5732141,80,1.908485019,8.972179222,115.88,2.067740203,10.78795625,108.86,2.040839595,10.45753317,98.68,1.998608029,9.958915604,3,0.602059991,1.870828693,237,2.376576957,15.41103501,1.2,0.342422681,1.303840481,2.844,0.584783379,1.828660712,3.4,0.643452676,1.974841766,1.97,0.472756449,1.571623365,0.06698,0.028156279,0.752980743
50,8,50.08,TB,T,B,B 01,B01:486779,2,14,1.176091259,3.807886553,73,1.86923172,8.5732141,80,1.908485019,8.972179222,NA,NA,NA,90.87,1.963173716,9.558765611,78.34,1.899492196,8.879189152,3,0.602059991,1.870828693,221.33,2.346998068,14.89395851,1.12,0.326335861,1.272792206,2.478896,0.541441446,1.725947856,10,1.041392685,3.240370349,1.9,0.462397998,1.549193338,0.19,0.075546961,0.830662386
16,2,16.02,TB,T,B,B 03,16_02:486564,1,11,1.079181246,3.391164992,100,2.004321374,10.02496883,100,2.004321374,10.02496883,117.28,2.072911316,10.85264945,103.23,2.017992738,10.18479259,96.16,1.987487506,9.831581765,3,0.602059991,1.870828693,176.5,2.249198357,13.3041347,1.26,0.354108439,1.326649916,2.2239,0.508381562,1.650424188,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,12,58.12,TB,T,B,B 03,16_02:486564,2,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,75.54,1.883888458,8.720091743,57.9,1.770115295,7.64198927,47.09,1.682054777,6.898550572,4,0.698970004,2.121320344,354,2.550228353,18.82817038,0.86,0.269512944,1.166190379,3.0444,0.606854102,1.882657696,36.7,1.57634135,6.099180273,2.11,0.492760389,1.615549442,0.77437,0.249044186,1.128879976
14,2,14.02,TB,T,B,B 04,14_02:486554,1,5,0.77815125,2.34520788,92,1.968482949,9.617692031,107,2.033423755,10.36822068,127.35,2.108395873,11.30707743,137.63,2.141857223,11.75287199,119.45,2.080806804,10.95216874,2.33,0.522444234,1.682260384,153.17,2.187999872,12.39637044,1.32,0.365487985,1.349073756,2.021844,0.480272041,1.588031486,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,10,55.1,TB,T,B,B 04,14_02:486554,2,10,1.041392685,3.240370349,100,2.004321374,10.02496883,100,2.004321374,10.02496883,78.6,1.900913068,8.893818078,67.79,1.837525309,8.263776376,67.96,1.838597253,8.274055837,4,0.698970004,2.121320344,132.5,2.125481266,11.53256259,0.84,0.264817823,1.15758369,1.113,0.324899497,1.270039369,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,3,18.03,TB,T,B,B 05,18_03a:486573,1,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,98.47,1.997692118,9.9483667,95.51,1.984572316,9.798469268,74.38,1.877256133,8.653323061,3.33,0.636487896,1.957038579,137.17,2.140413758,11.73328598,0.84,0.264817823,1.15758369,1.152228,0.332888277,1.285390213,21.9,1.359835482,4.732863826,2.24,0.51054501,1.655294536,0.49056,0.173349463,0.995268808
18,2,18.02,TB,T,B,B 06,18_02a:486572,1,14,1.176091259,3.807886553,85,1.934498451,9.246621004,85,1.934498451,9.246621004,91.2,1.964730921,9.576011696,81.92,1.918659293,9.078546139,69.95,1.8509524,8.393449827,1.67,0.426511261,1.473091986,186.33,2.272607333,13.6685771,0.75,0.243038049,1.118033989,1.397475,0.379754087,1.377488657,13.3,1.155336037,3.714835124,2.08,0.488550717,1.60623784,0.27664,0.106068448,0.881271808
3,3,3.03,TB,T,B,B 07,B07:486780,1,13,1.146128036,3.674234614,100,2.004321374,10.02496883,100,2.004321374,10.02496883,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.522444234,1.682260384,84.33,1.931101746,9.210320298,1.01,0.303196057,1.228820573,0.851733,0.267578366,1.162640529,4.8,0.763427994,2.302172887,2.09,0.489958479,1.609347694,0.10032,0.041519007,0.774803201
58,10,58.1,TB,T,B,B 07,B07:486780,2,14,1.176091259,3.807886553,92,1.968482949,9.617692031,92,1.968482949,9.617692031,63.58,1.810098041,8.004998438,57,1.763427994,7.582875444,42.6,1.639486489,6.565059025,3.33,0.636487896,1.957038579,207.67,2.319460016,14.42809759,0.94,0.28780173,1.2,1.952098,0.470130771,1.565917622,6.8,0.892094603,2.701851217,2.03,0.481442629,1.590597372,0.13804,0.056157527,0.798774061
12,5,12.05,TB,T,B,B 08,12_05:486545,1,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,119.7,2.08170727,10.96357606,115.57,2.066586796,10.77357879,89.43,1.956312531,9.483142939,2.67,0.564666064,1.780449381,170.83,2.23509899,13.08930861,0.98,0.29666519,1.216552506,1.674134,0.427183166,1.47449449,28.7,1.472756449,5.403702434,1.9,0.462397998,1.549193338,0.5453,0.189012805,1.022399139
47,7,47.07,TB,T,B,B 08,12_05:486545,2,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,NA,NA,NA,61.28,1.794348604,7.860025445,63.69,1.810837151,8.0118662,2,0.477121255,1.58113883,219.83,2.344058072,14.8435171,0.84,0.264817823,1.15758369,1.846572,0.454322173,1.531852473,26.8,1.444044796,5.224940191,2,0.477121255,1.58113883,0.536,0.186391216,1.017840852
15,3,15.03,TB,T,B,B 10,15_03:486560,1,8,0.954242509,2.915475947,80,1.908485019,8.972179222,85,1.934498451,9.246621004,109.44,2.043126398,10.4852277,95.36,1.983896791,9.790812019,102.94,2.016782712,10.17054571,4.67,0.753583059,2.2737634,242,2.385606274,15.5724115,1.08,0.318063335,1.256980509,2.6136,0.557940078,1.7645396,0.3,0.113943352,0.894427191,2.14,0.496929648,1.624807681,0.00642,0.002779259,0.711631927
56,8,56.08,TB,T,B,B 10,15_03:486560,2,8,0.954242509,2.915475947,80,1.908485019,8.972179222,80,1.908485019,8.972179222,57.45,1.766784515,7.612489737,45.76,1.669874502,6.801470429,38.05,1.591621038,6.208864631,4.33,0.726727209,2.197726098,285.17,2.456624104,16.90177505,0.98,0.29666519,1.216552506,2.794666,0.579173556,1.815121484,15.4,1.214843848,3.987480407,2.06,0.485721426,1.6,0.31724,0.11966491,0.904013274
6,1,6.01,TB,T,B,B 11,6_01:486510,1,14,1.176091259,3.807886553,92,1.968482949,9.617692031,92,1.968482949,9.617692031,117.23,2.07272769,10.85034562,111.13,2.049721822,10.56550993,88.94,1.953952883,9.457272334,3.33,0.636487896,1.957038579,174,2.243038049,13.20984481,1.58,0.411619706,1.44222051,2.7492,0.573938608,1.802553744,1,0.301029996,1.224744871,2.3,0.51851394,1.673320053,0.023,0.009875634,0.723187389
51,10,51.1,TB,T,B,B 11,6_01:486510,2,15,1.204119983,3.937003937,85,1.934498451,9.246621004,92,1.968482949,9.617692031,93.63,1.97602884,9.702061637,112.25,2.054038211,10.61838029,103.03,2.017158598,10.17496929,1.67,0.426511261,1.473091986,239.83,2.381710586,15.50258043,1.02,0.305351369,1.232882801,2.446266,0.537348795,1.71646905,14.4,1.187520721,3.860051813,1.78,0.444044796,1.509966887,0.25632,0.099100274,0.869666603
4,2,4.02,TB,T,B,B 12,B12:486781,1,14,1.176091259,3.807886553,85,1.934498451,9.246621004,92,1.968482949,9.617692031,161.09,2.209756222,12.71180554,140.88,2.15192118,11.89033221,110,2.045322979,10.51189802,2.33,0.522444234,1.682260384,193.17,2.288182131,13.91653693,1.11,0.324282455,1.268857754,2.144187,0.497508368,1.626095631,28.9,1.475671188,5.422176685,1.98,0.474216264,1.574801575,0.57222,0.196513317,1.035480565
53,12,53.12,TB,T,B,B 12,B12:486781,2,11,1.079181246,3.391164992,85,1.934498451,9.246621004,85,1.934498451,9.246621004,107.11,2.033865867,10.37352399,54.16,1.741624258,7.393240156,92.44,1.97053283,9.640539404,2.33,0.522444234,1.682260384,296.83,2.473968441,17.24325955,NA,NA,NA,NA,NA,NA,42.6,1.639486489,6.565059025,1.88,0.459392488,1.542724862,0.80088,0.255484775,1.140561265
10,2,10.02,TB,T,B,B 13,10_02:486533,1,6,0.84509804,2.549509757,80,1.908485019,8.972179222,85,1.934498451,9.246621004,103.97,2.021065197,10.2210567,89.95,1.958802703,9.51052049,77.58,1.895312024,8.836288814,3.33,0.636487896,1.957038579,207,2.318063335,14.40486029,1,0.301029996,1.224744871,2.07,0.487138375,1.603121954,30.7,1.501059262,5.585696018,1.81,0.44870632,1.519868415,0.55567,0.191917477,1.027458028
55,11,55.11,TB,T,B,B 13,10_02:486533,2,2,0.477121255,1.58113883,85,1.934498451,9.246621004,92,1.968482949,9.617692031,37.82,1.589055531,6.190315016,45.98,1.671913012,6.81762422,57.48,1.767007364,7.614459928,4,0.698970004,2.121320344,179.75,2.257078306,13.42572158,1.04,0.309630167,1.240967365,1.8694,0.457791094,1.539285549,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,6.04,TB,T,B,B 14,6_04:486513,1,4,0.698970004,2.121320344,85,1.934498451,9.246621004,85,1.934498451,9.246621004,211.73,2.32782874,14.56811587,145.38,2.165481743,12.07807932,131.02,2.120639728,11.46821695,4.33,0.726727209,2.197726098,196.5,2.2955671,14.03566885,1.4,0.380211242,1.378404875,2.751,0.574147064,1.803052966,25.8,1.428134794,5.128352562,2.21,0.506505032,1.646207763,0.57018,0.195949441,1.034495046
54,12,54.12,TB,T,B,B 14,6_04:486513,2,8,0.954242509,2.915475947,80,1.908485019,8.972179222,85,1.934498451,9.246621004,57.82,1.76952502,7.636753237,46.24,1.674309889,6.836665854,43.21,1.645520515,6.61135387,2.33,0.522444234,1.682260384,226.5,2.356981401,15.06651917,0.79,0.252853031,1.135781669,1.78935,0.445503012,1.513059814,15.5,1.217483944,4,1.96,0.471291711,1.568438714,0.3038,0.115210977,0.896548939
8,5,8.05,TB,T,B,B 15,8_05:486525,1,12,1.113943352,3.535533906,92,1.968482949,9.617692031,92,1.968482949,9.617692031,123.94,2.096701502,11.15526781,102.61,2.015401674,10.15430943,88.86,1.953566414,9.453041838,2.67,0.564666064,1.780449381,230.67,2.364869799,15.20427571,1.3,0.361727836,1.341640786,2.99871,0.601919909,1.870483895,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,7,53.07,TB,T,B,B 15,8_05:486525,2,14,1.176091259,3.807886553,92,1.968482949,9.617692031,100,2.004321374,10.02496883,91.95,1.968249394,9.615092303,99.14,2.000607587,9.981983771,89.47,1.95650459,9.48525171,1.33,0.367355921,1.352774926,181.17,2.260476858,13.4785014,1.17,0.336459734,1.292284798,2.119689,0.494111302,1.618545335,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1,14.01,TB,T,B,B 16,14_01:486553,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,85,1.934498451,9.246621004,116.48,2.069963938,10.81572929,88.84,1.953469743,9.451983919,67.08,1.833019547,8.220705566,0.67,0.222716471,1.081665383,214.5,2.333447274,14.6628783,1.27,0.356025857,1.33041347,2.72415,0.571027165,1.795591824,5.9,0.838849091,2.529822128,2.16,0.499687083,1.630950643,0.12744,0.052093439,0.792111103
55,12,55.12,TB,T,B,B 16,14_01:486553,2,9,1,3.082207001,85,1.934498451,9.246621004,92,1.968482949,9.617692031,37.92,1.590172832,6.198386887,39.93,1.612041745,6.358458933,36.9,1.57863921,6.115553941,1,0.301029996,1.224744871,198.83,2.300660688,14.11842767,0.82,0.260071388,1.148912529,1.630406,0.420022786,1.459591039,7.3,0.919078092,2.792848009,2.1,0.491361694,1.61245155,0.1533,0.061942292,0.808269757
18,1,18.01,TB,T,B,B 17,18_01:486571,1,12,1.113943352,3.535533906,80,1.908485019,8.972179222,85,1.934498451,9.246621004,109.1,2.041787319,10.46900186,86.22,1.940616082,9.312357381,81.6,1.916980047,9.060905032,2,0.477121255,1.58113883,132.83,2.126553478,11.54686105,1.2,0.342422681,1.303840481,1.59396,0.413963275,1.447052176,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,11,47.11,TB,T,B,B 17,18_01:486571,2,10,1.041392685,3.240370349,85,1.934498451,9.246621004,92,1.968482949,9.617692031,NA,NA,NA,126.04,2.103940485,11.24899996,87.37,1.946304855,9.373899935,2.33,0.522444234,1.682260384,266.83,2.427859221,16.35022936,0.67,0.222716471,1.081665383,1.787761,0.445255538,1.512534628,23.2,1.383815366,4.868264578,1.89,0.460897843,1.545962483,0.43848,0.157903828,0.968751774
14,3,14.03,TB,T,B,B 18,14_03:486555,1,7,0.903089987,2.738612788,85,1.934498451,9.246621004,85,1.934498451,9.246621004,151.44,2.18309894,12.32639444,133.33,2.128173015,11.56849169,119.33,2.080373917,10.946689,2.67,0.564666064,1.780449381,189.5,2.27989498,13.78404875,1.18,0.338456494,1.29614814,2.2361,0.510021933,1.654116078,0.7,0.230448921,1.095445115,1.92,0.465382851,1.555634919,0.01344,0.005798042,0.716547277
56,9,56.09,TB,T,B,B 18,14_03:486555,2,4,0.698970004,2.121320344,100,2.004321374,10.02496883,100,2.004321374,10.02496883,84.26,1.930745328,9.206519429,71.07,1.857754522,8.459905437,28.27,1.466422722,5.363767333,3.33,0.636487896,1.957038579,125.83,2.103221992,11.23966192,1.22,0.346352974,1.311487705,1.535126,0.403999549,1.426578424,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,6,12.06,TB,T,B,B 19,12_06:486546,1,1,0.301029996,1.224744871,107,2.033423755,10.36822068,107,2.033423755,10.36822068,146.5,2.16879202,12.12435565,108.96,2.041234731,10.46231332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,11,56.11,TB,T,B,B 19,12_06:486546,2,1,0.301029996,1.224744871,92,1.968482949,9.617692031,100,2.004321374,10.02496883,69.03,1.845284126,8.338465087,58.72,1.776119799,7.695453203,35.03,1.556664262,5.960704656,4,0.698970004,2.121320344,195.5,2.293362555,14,1.13,0.328379603,1.276714533,2.20915,0.506390017,1.645949574,0.2,0.079181246,0.836660027,2.38,0.5289167,1.697056275,0.00476,0.002062337,0.710464637
16,4,16.04,TB,T,B,B 20,16_04:486566,1,7,0.903089987,2.738612788,85,1.934498451,9.246621004,92,1.968482949,9.617692031,139.17,2.146655073,11.81820629,NA,NA,NA,NA,NA,NA,6,0.84509804,2.549509757,160.67,2.208629438,12.69527471,1.43,0.385606274,1.389244399,2.297581,0.518195472,1.672597082,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,9,52.09,TB,T,B,B 20,16_04:486566,2,11,1.079181246,3.391164992,85,1.934498451,9.246621004,92,1.968482949,9.617692031,107.09,2.033785517,10.37255995,89.18,1.955110231,9.469952481,NA,NA,NA,5,0.77815125,2.34520788,211.25,2.326847699,14.55163221,1.38,0.376576957,1.37113092,2.91525,0.592759498,1.848039502,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,5.02,TB,T,B,B 21,5_02:486504,1,9,1,3.082207001,80,1.908485019,8.972179222,85,1.934498451,9.246621004,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.698970004,2.121320344,192.33,2.286299251,13.88632421,1.79,0.445604203,1.513274595,3.442707,0.647647672,1.98562509,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,10,52.1,TB,T,B,B 21,5_02:486504,2,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,110.84,2.048597158,10.5517771,112.4,2.054613055,10.62544117,72.73,1.867644234,8.557452892,4,0.698970004,2.121320344,289.17,2.46265251,17.01969447,0.98,0.29666519,1.216552506,2.833866,0.583636929,1.825887729,15.2,1.209515015,3.962322551,2.35,0.525044807,1.688194302,0.3572,0.132643851,0.92585096
17,2,17.02,TB,T,B,B 22,17_02:486569,1,3,0.602059991,1.870828693,85,1.934498451,9.246621004,85,1.934498451,9.246621004,NA,NA,NA,103.49,2.019074729,10.19754873,NA,NA,NA,1,0.301029996,1.224744871,294,2.469822016,17.1610023,1.53,0.403120521,1.424780685,4.4982,0.740220533,2.235665449,2.6,0.556302501,1.760681686,1.91,0.463892989,1.55241747,0.04966,0.021048648,0.741390585
48,9,48.09,TB,T,B,B 22,17_02:486569,2,1,0.301029996,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,5,13.05,TB,T,B,B 23,13_05:486551,1,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,165.33,2.220970588,12.87749976,126.83,2.106632789,11.28405955,139.04,2.146252102,11.81270502,4,0.698970004,2.121320344,236.83,2.376266636,15.40551849,0.85,0.267171728,1.161895004,2.013055,0.479007059,1.585261808,129.1,2.114277297,11.38419958,1.69,0.42975228,1.479864859,2.18179,0.502671513,1.637617171
